"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Info"
"1","0.000000","0.000000","192.168.23.1","192.168.23.255","DB-LSP-DISC","279","","64","Dropbox LAN sync Discovery Protocol"
"2","3.356476","3.356476","192.168.1.10","10.0.0.2","TCP","66","0","128","49844  >  445 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"3","3.396521","0.040045","10.0.0.2","192.168.1.10","TCP","66","0","127","445  >  49844 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"4","3.396675","0.000154","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"5","3.397017","0.000342","192.168.1.10","10.0.0.2","SMB2","232","178","128","Negotiate Protocol Request"
"6","3.436383","0.039366","10.0.0.2","192.168.1.10","SMB2","566","512","127","Negotiate Protocol Response[Packet size limited during capture]"
"7","3.437815","0.001432","192.168.1.10","10.0.0.2","SMB2","220","166","128","Session Setup Request, NTLMSSP_NEGOTIATE"
"8","3.475966","0.038151","10.0.0.2","192.168.1.10","SMB2","401","347","127","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED[Packet size limited during capture]"
"9","3.476869","0.000903","192.168.1.10","10.0.0.2","SMB2","697","643","128","Session Setup Request[Packet size limited during capture]"
"10","3.515876","0.039007","10.0.0.2","192.168.1.10","SMB2","159","105","127","Session Setup Response"
"11","3.516328","0.000452","192.168.1.10","10.0.0.2","SMB2","162","108","128","Tree Connect Request Tree: \\\\10.0.0.2\\users"
"12","3.556374","0.040046","10.0.0.2","192.168.1.10","SMB2","138","84","127","Tree Connect Response"
"13","3.556517","0.000143","192.168.1.10","10.0.0.2","SMB2","178","124","128","Ioctl Request FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"14","3.556663","0.000146","192.168.1.10","10.0.0.2","SMB2","290","236","128","Create Request File: ross\\share;[Packet size limited during capture]"
"15","3.595995","0.039332","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=1049 Ack=1456 Win=64000 Len=0"
"16","3.595995","0.000000","10.0.0.2","192.168.1.10","SMB2","338","284","127","Create Response File: ross\\share;[Packet size limited during capture]"
"17","3.595995","0.000000","10.0.0.2","192.168.1.10","SMB2","626","572","127","Ioctl Response FSCTL_QUERY_NETWORK_INTERFACE_INFO[Packet size limited during capture]"
"18","3.596063","0.000068","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=1456 Ack=1905 Win=65536 Len=0"
"19","3.709138","0.113075","192.168.1.10","10.0.0.2","SMB2","250","196","128","Create Request File: ross\\share"
"20","3.745836","0.036698","10.0.0.2","192.168.1.10","SMB2","298","244","127","Create Response File: ross\\share[Packet size limited during capture]"
"21","3.746088","0.000252","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"22","3.746250","0.000162","192.168.1.10","10.0.0.2","SMB2","234","180","128","Create Request File: "
"23","3.746374","0.000124","192.168.1.10","10.0.0.2","SMB2","406","352","128","Create Request File: ross\\share\\Desktop.ini[Packet size limited during capture]"
"24","3.785510","0.039136","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=2149 Ack=1924 Win=65280 Len=0"
"25","3.785510","0.000000","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"26","3.785510","0.000000","10.0.0.2","192.168.1.10","SMB2","298","244","127","Create Response File: [Packet size limited during capture]"
"27","3.785511","0.000001","10.0.0.2","192.168.1.10","SMB2","130","76","127","Create Response, Error: STATUS_OBJECT_NAME_NOT_FOUND"
"28","3.785577","0.000066","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=2276 Ack=2597 Win=64768 Len=0"
"29","3.786023","0.000446","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: "
"30","3.786575","0.000552","192.168.1.10","10.0.0.2","SMB2","274","220","128","Create Request File: ross\\share\\AutoRun.inf[Packet size limited during capture]"
"31","3.826522","0.039947","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=2597 Ack=2588 Win=64512 Len=0"
"32","3.826523","0.000001","10.0.0.2","192.168.1.10","SMB2","130","76","127","Create Response, Error: STATUS_OBJECT_NAME_NOT_FOUND"
"33","3.826523","0.000000","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"34","3.826580","0.000057","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=2588 Ack=2801 Win=64768 Len=0"
"35","3.902990","0.076410","192.168.1.10","10.0.0.2","SMB2","370","316","128","Create Request File: ross\\share[Packet size limited during capture]"
"36","3.936065","0.033075","10.0.0.2","192.168.1.10","SMB2","474","420","127","Create Response File: ross\\share[Packet size limited during capture]"
"37","3.936245","0.000180","192.168.1.10","10.0.0.2","SMB2","162","108","128","GetInfo Request FS_INFO/FileFsObjectIdInformation File: ross\\share"
"38","3.976055","0.039810","10.0.0.2","192.168.1.10","SMB2","194","140","127","GetInfo Response"
"39","3.976330","0.000275","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"40","4.016507","0.040177","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"41","4.066602","0.050095","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=3104 Ack=3489 Win=65536 Len=0"
"42","4.123682","0.057080","192.168.1.10","10.0.0.2","SMB2","382","328","128","Create Request File: ross\\share[Packet size limited during capture]"
"43","4.156505","0.032823","10.0.0.2","192.168.1.10","SMB2","378","324","127","Create Response File: ross\\share[Packet size limited during capture]"
"44","4.180075","0.023570","192.168.1.10","10.0.0.2","SMB2","260","206","128","Find Request File: ross\\share SMB2_FIND_ID_BOTH_DIRECTORY_INFO Pattern: *;Find Request File: ross\\share[Packet size limited during capture]"
"45","4.216240","0.036165","10.0.0.2","192.168.1.10","SMB2","754","700","127","Find Response[Packet size limited during capture]"
"46","4.216548","0.000308","192.168.1.10","10.0.0.2","SMB2","346","292","128","Create Request File: ross\\share;[Packet size limited during capture]"
"47","4.256027","0.039479","10.0.0.2","192.168.1.10","SMB2","418","364","127","Create Response File: ross\\share;[Packet size limited during capture]"
"48","4.256166","0.000139","192.168.1.10","10.0.0.2","SMB2","162","108","128","GetInfo Request FS_INFO/FileFsObjectIdInformation File: ross\\share"
"49","4.295381","0.039215","10.0.0.2","192.168.1.10","SMB2","194","140","127","GetInfo Response"
"50","4.295640","0.000259","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"51","4.335633","0.039993","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"52","4.335911","0.000278","192.168.1.10","10.0.0.2","SMB2","226","172","128","Create Request File: ross\\share"
"53","4.376122","0.040211","10.0.0.2","192.168.1.10","SMB2","242","188","127","Create Response File: ross\\share"
"54","4.380782","0.004660","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"55","4.416361","0.035579","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"56","4.416711","0.000350","192.168.1.10","10.0.0.2","SMB2","346","292","128","Create Request File: ross\\share;[Packet size limited during capture]"
"57","4.417276","0.000565","192.168.1.10","10.0.0.2","SMB2","443","389","128","Create Request File: ross\\share;[Packet size limited during capture]"
"58","4.456013","0.038737","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=5461 Ack=5075 Win=65536 Len=0"
"59","4.456014","0.000001","10.0.0.2","192.168.1.10","SMB2","434","380","127","Create Response File: ross\\share;[Packet size limited during capture]"
"60","4.456014","0.000000","10.0.0.2","192.168.1.10","SMB2","418","364","127","Create Response File: ross\\share;[Packet size limited during capture]"
"61","4.456091","0.000077","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=5075 Ack=6205 Win=64512 Len=0"
"62","4.458066","0.001975","192.168.1.10","10.0.0.2","SMB2","226","172","128","Create Request File: ross\\share"
"63","4.496373","0.038307","10.0.0.2","192.168.1.10","SMB2","242","188","127","Create Response File: ross\\share"
"64","4.496564","0.000191","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"65","4.536350","0.039786","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"66","4.536803","0.000453","192.168.1.10","10.0.0.2","SMB2","162","108","128","GetInfo Request FS_INFO/FileFsObjectIdInformation File: ross\\share"
"67","4.586381","0.049578","10.0.0.2","192.168.1.10","SMB2","194","140","127","GetInfo Response"
"68","4.587070","0.000689","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"69","4.626000","0.038930","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"70","4.628345","0.002345","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"71","4.665500","0.037155","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"72","4.717531","0.052031","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=5631 Ack=6917 Win=65280 Len=0"
"73","6.877497","2.159966","192.168.1.10","10.0.0.2","SMB2","478","424","128","Create Request[Packet size limited during capture]"
"74","6.900953","0.023456","192.168.1.10","10.0.0.2","SMB2","178","124","128","Ioctl Request FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"75","6.915516","0.014563","10.0.0.2","192.168.1.10","SMB2","130","76","127","Create Response, Error: STATUS_PENDING"
"76","6.915517","0.000001","10.0.0.2","192.168.1.10","SMB2","410","356","127","Create Response File: [unknown][Packet size limited during capture]"
"77","6.915583","0.000066","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6179 Ack=7349 Win=64768 Len=0"
"78","6.915955","0.000372","192.168.1.10","10.0.0.2","SMB2","162","108","128","GetInfo Request SEC_INFO/SMB2_SEC_INFO_00"
"79","6.936505","0.020550","10.0.0.2","192.168.1.10","SMB2","626","572","127","Ioctl Response FSCTL_QUERY_NETWORK_INTERFACE_INFO[Packet size limited during capture]"
"80","6.956345","0.019840","10.0.0.2","192.168.1.10","SMB2","130","76","127","GetInfo Response, Error: STATUS_ACCESS_DENIED"
"81","6.956405","0.000060","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6287 Ack=7997 Win=65536 Len=0"
"82","6.957869","0.001464","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:32768 Off:0"
"83","6.996502","0.038633","10.0.0.2","192.168.1.10","SMB2","1514","1460","127","Read Response[BoundErrorUnreassembled Packet]"
"84","6.996503","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"85","6.996504","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"86","6.996504","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"87","6.996580","0.000076","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=13837 Win=65536 Len=0"
"88","6.996813","0.000233","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"89","6.996814","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"90","6.996815","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"91","6.996816","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"92","6.996816","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"93","6.996817","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"94","6.996855","0.000038","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=22597 Win=65536 Len=0"
"95","6.997031","0.000176","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"96","6.997034","0.000003","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"97","6.997034","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"98","6.997066","0.000032","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=26977 Win=65536 Len=0"
"99","6.997220","0.000154","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"100","6.997221","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"101","6.997242","0.000021","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=29897 Win=65536 Len=0"
"102","7.036098","0.038856","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"103","7.036099","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"104","7.036100","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"105","7.036100","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"106","7.036160","0.000060","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=35737 Win=65536 Len=0"
"107","7.036365","0.000205","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"108","7.036366","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"109","7.036366","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"110","7.036367","0.000001","10.0.0.2","192.168.1.10","NBSS","786","732","127","NBSS Continuation Message"
"111","7.036415","0.000048","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6404 Ack=40849 Win=65536 Len=0"
"112","7.036852","0.000437","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:31061 Off:10051584"
"113","7.076155","0.039303","10.0.0.2","192.168.1.10","SMB2","1514","1460","127","Read Response[BoundErrorUnreassembled Packet]"
"114","7.076156","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"115","7.076157","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"116","7.076159","0.000002","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"117","7.076241","0.000082","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=46689 Win=65536 Len=0"
"118","7.076458","0.000217","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"119","7.076459","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"120","7.076459","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"121","7.076460","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"122","7.076460","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"123","7.076493","0.000033","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=53989 Win=65536 Len=0"
"124","7.076618","0.000125","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"125","7.076618","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"126","7.076619","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"127","7.076619","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"128","7.076644","0.000025","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=59829 Win=65536 Len=0"
"129","7.076747","0.000103","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"130","7.076748","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"131","7.076766","0.000018","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=62749 Win=65536 Len=0"
"132","7.076933","0.000167","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"133","7.076934","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"134","7.076934","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"135","7.076934","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","Session message"
"136","7.076967","0.000033","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=68589 Win=65536 Len=0"
"137","7.077117","0.000150","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"138","7.077118","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"139","7.077118","0.000000","10.0.0.2","192.168.1.10","NBSS","539","485","127","NBSS Continuation Message"
"140","7.077149","0.000031","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6521 Ack=71994 Win=65536 Len=0"
"141","7.082355","0.005206","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:32768 Off:10018816"
"142","7.115459","0.033104","10.0.0.2","192.168.1.10","SMB2","1514","1460","127","Read Response[BoundErrorUnreassembled Packet]"
"143","7.115460","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"144","7.115460","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"145","7.115526","0.000066","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=76374 Win=65536 Len=0"
"146","7.115628","0.000102","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"147","7.115628","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"148","7.115629","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"149","7.115629","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"150","7.115629","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"151","7.115629","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"152","7.115648","0.000019","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=85134 Win=65536 Len=0"
"153","7.115776","0.000128","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"154","7.115777","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"155","7.115779","0.000002","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"156","7.115779","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"157","7.115779","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"158","7.115799","0.000020","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=92434 Win=65536 Len=0"
"159","7.115887","0.000088","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"160","7.115888","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"161","7.115902","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=95354 Win=65536 Len=0"
"162","7.116011","0.000109","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"163","7.116011","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"164","7.116024","0.000013","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=98274 Win=65536 Len=0"
"165","7.116094","0.000070","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"166","7.116095","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"167","7.116095","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"168","7.116109","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=102654 Win=65536 Len=0"
"169","7.116172","0.000063","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"170","7.116172","0.000000","10.0.0.2","192.168.1.10","NBSS","786","732","127","NBSS Continuation Message"
"171","7.116192","0.000020","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6638 Ack=104846 Win=65536 Len=0"
"172","7.145324","0.029132","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:8192 Off:32768"
"173","7.185853","0.040529","10.0.0.2","192.168.1.10","SMB2","1514","1460","127","Read Response[BoundErrorUnreassembled Packet]"
"174","7.185854","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"175","7.185854","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"176","7.185854","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"177","7.185910","0.000056","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6755 Ack=110686 Win=65536 Len=0"
"178","7.186023","0.000113","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"179","7.186023","0.000000","10.0.0.2","192.168.1.10","NBSS","1030","976","127","NBSS Continuation Message"
"180","7.186044","0.000021","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=6755 Ack=113122 Win=65536 Len=0"
"181","10.766996","3.580952","192.168.1.10","10.0.0.2","SMB2","358","304","128","Create Request File: ross\\share[Packet size limited during capture]"
"182","10.806399","0.039403","10.0.0.2","192.168.1.10","SMB2","322","268","127","Create Response File: ross\\share[Packet size limited during capture]"
"183","10.806609","0.000210","192.168.1.10","10.0.0.2","SMB2","162","108","128","GetInfo Request FS_INFO/FileFsFullSizeInformation File: ross\\share"
"184","10.845940","0.039331","10.0.0.2","192.168.1.10","SMB2","162","108","127","GetInfo Response"
"185","10.847026","0.001086","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request File: ross\\share"
"186","10.885811","0.038785","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"187","10.893576","0.007765","192.168.1.10","10.0.0.2","SMB2","454","400","128","Create Request[Packet size limited during capture]"
"188","10.926280","0.032704","10.0.0.2","192.168.1.10","SMB2","354","300","127","Create Response File: [unknown][Packet size limited during capture]"
"189","10.927179","0.000899","192.168.1.10","10.0.0.2","SMB2","146","92","128","Close Request"
"190","10.965884","0.038705","10.0.0.2","192.168.1.10","SMB2","182","128","127","Close Response"
"191","10.966128","0.000244","192.168.1.10","10.0.0.2","SMB2","370","316","128","GetInfo Request FILE_INFO/SMB2_FILE_EA_INFO File: [unknown];GetInfo Request FILE_INFO/SMB2_FILE_STREAM_INFO[Packet size limited during capture]"
"192","11.006383","0.040255","10.0.0.2","192.168.1.10","SMB2","346","292","127","GetInfo Response;GetInfo Response[Packet size limited during capture]"
"193","11.007822","0.001439","192.168.1.10","10.0.0.2","SMB2","210","156","128","Ioctl Request FSCTL_OFFLOAD_READ File: [unknown]"
"194","11.046463","0.038641","10.0.0.2","192.168.1.10","SMB2","130","76","127","Ioctl Response, Error: STATUS_PENDING"
"195","11.046464","0.000001","10.0.0.2","192.168.1.10","SMB2","130","76","127","Ioctl Response, Error: STATUS_NOT_SUPPORTED"
"196","11.046568","0.000104","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8223 Ack=114498 Win=64256 Len=0"
"197","11.051466","0.004898","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:0 File: [unknown]"
"198","11.055251","0.003785","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:1048576 File: [unknown]"
"199","11.055495","0.000244","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:2097152 File: [unknown]"
"200","11.055682","0.000187","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:3145728 File: [unknown]"
"201","11.055860","0.000178","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:4194304 File: [unknown]"
"202","11.056046","0.000186","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:5242880 File: [unknown]"
"203","11.085357","0.029311","10.0.0.2","192.168.1.10","SMB2","1514","1460","127","Read Response[BoundErrorUnreassembled Packet]"
"204","11.085357","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"205","11.085428","0.000071","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=117418 Win=65536 Len=0"
"206","11.085540","0.000112","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"207","11.085541","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"208","11.085541","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"209","11.085541","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"210","11.085542","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"211","11.085542","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"212","11.085564","0.000022","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=126178 Win=65536 Len=0"
"213","11.085670","0.000106","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"214","11.085671","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"215","11.085671","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"216","11.085691","0.000020","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=130558 Win=65536 Len=0"
"217","11.085808","0.000117","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"218","11.085809","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"219","11.085809","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"220","11.085809","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"221","11.085827","0.000018","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=136398 Win=65536 Len=0"
"222","11.085943","0.000116","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"223","11.085944","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"224","11.085944","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"225","11.085944","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"226","11.085963","0.000019","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=142238 Win=65536 Len=0"
