"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Info"
"8167","13.215937","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8168","13.215937","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8169","13.215951","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9043858 Win=1016064 Len=0"
"8170","13.216030","0.000079","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8171","13.216031","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8172","13.216032","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8173","13.216032","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8174","13.216032","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8175","13.216033","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8176","13.216049","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9052618 Win=1016064 Len=0"
"8177","13.216125","0.000076","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8178","13.216125","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8179","13.216125","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8180","13.216126","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8181","13.216140","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9058458 Win=1016064 Len=0"
"8182","13.216217","0.000077","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8183","13.216217","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8184","13.216218","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8185","13.216218","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8186","13.216218","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8187","13.216219","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8188","13.216235","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9067218 Win=1016064 Len=0"
"8189","13.216302","0.000067","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8190","13.216302","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8191","13.216315","0.000013","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9070138 Win=1016064 Len=0"
"8192","13.236012","0.019697","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8193","13.236013","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8194","13.236014","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8195","13.236014","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8196","13.236015","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8197","13.236015","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8198","13.236061","0.000046","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9078898 Win=1016064 Len=0"
"8199","13.236194","0.000133","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8200","13.236195","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8201","13.236195","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8202","13.236195","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8203","13.236196","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8204","13.236197","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8205","13.236227","0.000030","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9087658 Win=1016064 Len=0"
"8206","13.236330","0.000103","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8207","13.236331","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8208","13.236332","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8209","13.236332","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8210","13.236332","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8211","13.236333","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8212","13.236333","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8213","13.236333","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8214","13.236368","0.000035","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9099338 Win=1016064 Len=0"
"8215","13.236446","0.000078","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8216","13.236447","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8217","13.236447","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8218","13.236447","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8219","13.236461","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9105178 Win=1016064 Len=0"
"8220","13.236532","0.000071","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8221","13.236533","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","Session message"
"8222","13.236533","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8223","13.236533","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8224","13.236534","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8225","13.236534","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8226","13.236550","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9113938 Win=1016064 Len=0"
"8227","13.236641","0.000091","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8228","13.236641","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8229","13.236641","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8230","13.236642","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8231","13.236642","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8232","13.236642","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8233","13.236658","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9122698 Win=1016064 Len=0"
"8234","13.236728","0.000070","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8235","13.236728","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8236","13.236729","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8237","13.236729","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8238","13.236743","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9128538 Win=1016064 Len=0"
"8239","13.236812","0.000069","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8240","13.236813","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8241","13.236813","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8242","13.236813","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8243","13.236827","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9134378 Win=1016064 Len=0"
"8244","13.245522","0.008695","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8245","13.245523","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8246","13.245523","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8247","13.245524","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8248","13.245568","0.000044","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9140218 Win=1016064 Len=0"
"8249","13.245681","0.000113","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8250","13.245681","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8251","13.245682","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8252","13.245682","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8253","13.245682","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8254","13.245682","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8255","13.245683","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8256","13.245684","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8257","13.245710","0.000026","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9151898 Win=1016064 Len=0"
"8258","13.245813","0.000103","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8259","13.245813","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8260","13.245813","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8261","13.245814","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8262","13.245814","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8263","13.245814","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8264","13.245815","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8265","13.245815","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8266","13.245837","0.000022","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9163578 Win=1016064 Len=0"
"8267","13.245931","0.000094","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8268","13.245932","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8269","13.245932","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8270","13.245933","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8271","13.245933","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8272","13.245933","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8273","13.245954","0.000021","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9172338 Win=1016064 Len=0"
"8274","13.246040","0.000086","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8275","13.246040","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8276","13.246040","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8277","13.246041","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8278","13.246058","0.000017","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9178178 Win=1016064 Len=0"
"8279","13.246142","0.000084","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8280","13.246143","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8281","13.246143","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8282","13.246143","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8283","13.246144","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8284","13.246144","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8285","13.246160","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9186938 Win=1016064 Len=0"
"8286","13.246234","0.000074","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8287","13.246235","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8288","13.246235","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8289","13.246235","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8290","13.246249","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9192778 Win=1016064 Len=0"
"8291","13.246321","0.000072","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8292","13.246321","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8293","13.246321","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8294","13.246322","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8295","13.246322","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8296","13.246322","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8297","13.246338","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9201538 Win=1016064 Len=0"
"8298","13.246410","0.000072","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8299","13.246410","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8300","13.246410","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8301","13.246411","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8302","13.246425","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9207378 Win=1016064 Len=0"
"8303","13.246516","0.000091","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8304","13.246516","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8305","13.246517","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8306","13.246517","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8307","13.246517","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8308","13.246518","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8309","13.246534","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9216138 Win=1016064 Len=0"
"8310","13.246607","0.000073","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8311","13.246607","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8312","13.246607","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8313","13.246608","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8314","13.246622","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9221978 Win=1016064 Len=0"
"8315","13.246693","0.000071","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8316","13.246693","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8317","13.246693","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8318","13.246694","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8319","13.246694","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8320","13.246694","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8321","13.246711","0.000017","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9230738 Win=1016064 Len=0"
"8322","13.246777","0.000066","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8323","13.246777","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8324","13.246778","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8325","13.246778","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8326","13.246792","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9236578 Win=1016064 Len=0"
"8327","13.248955","0.002163","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8328","13.255549","0.006594","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8329","13.255550","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8330","13.255550","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8331","13.255551","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8332","13.255551","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8333","13.255551","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8334","13.255605","0.000054","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9246798 Win=1016064 Len=0"
"8335","13.255847","0.000242","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8336","13.255847","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8337","13.255848","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8338","13.255848","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8339","13.255850","0.000002","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8340","13.255850","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8341","13.255851","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8342","13.255851","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8343","13.255851","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8344","13.255852","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8345","13.255852","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8346","13.255852","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8347","13.255853","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8348","13.255853","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8349","13.255911","0.000058","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9267238 Win=1016064 Len=0"
"8350","13.256131","0.000220","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8351","13.256131","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8352","13.256132","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8353","13.256132","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8354","13.256132","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8355","13.256133","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8356","13.256133","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8357","13.256133","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8358","13.256134","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8359","13.256134","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8360","13.256134","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8361","13.256135","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8362","13.256135","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8363","13.256136","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8364","13.256178","0.000042","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9287678 Win=1016064 Len=0"
"8365","13.256323","0.000145","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8366","13.256323","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8367","13.256324","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8368","13.256324","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8369","13.256324","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8370","13.256325","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8371","13.256325","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8372","13.256325","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8373","13.256351","0.000026","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9299358 Win=1016064 Len=0"
"8374","13.256433","0.000082","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8375","13.256434","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8376","13.256434","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8377","13.256434","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8378","13.256449","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9305198 Win=1016064 Len=0"
"8379","13.275661","0.019212","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8380","13.275662","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8381","13.275663","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8382","13.275663","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8383","13.275663","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8384","13.275664","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8385","13.275711","0.000047","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9313958 Win=1016064 Len=0"
"8386","13.275818","0.000107","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8387","13.275819","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8388","13.275819","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8389","13.275819","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8390","13.275820","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8391","13.275821","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8392","13.275822","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8393","13.275822","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8394","13.275848","0.000026","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9325638 Win=1016064 Len=0"
"8395","13.275932","0.000084","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8396","13.275933","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8397","13.275933","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8398","13.275934","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8399","13.275934","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8400","13.275934","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8401","13.275956","0.000022","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9793 Ack=9334398 Win=1016064 Len=0"
"8402","13.276029","0.000073","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8403","13.276030","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"8404","13.276030","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
