"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Identification","Info"
"855","0.016407","0.000000","123.83.1.46","10.0.64.129","TCP","64","0","114","0x0100 (256)","15300  >  80 [SYN] Seq=0 Win=16384 Len=0"
"856","0.016407","0.000000","44.204.2.3","10.0.64.129","TCP","64","0","115","0x0100 (256)","15434  >  80 [SYN] Seq=0 Win=16384 Len=0"
"857","0.016408","0.000000","91.211.6.60","10.0.64.129","TCP","64","0","122","0x0100 (256)","15122  >  80 [SYN] Seq=0 Win=16384 Len=0"
"858","0.016408","0.000000","123.83.1.83","10.0.64.129","TCP","64","0","114","0x0100 (256)","15337  >  80 [SYN] Seq=0 Win=16384 Len=0"
"859","0.016409","0.000000","91.211.6.121","10.0.64.129","TCP","64","0","122","0x0100 (256)","15183  >  80 [SYN] Seq=0 Win=16384 Len=0"
"860","0.016410","0.000000","134.174.4.94","10.0.64.129","TCP","64","0","105","0x0100 (256)","15407  >  80 [SYN] Seq=0 Win=16384 Len=0"
"861","0.016410","0.000000","219.99.39.234","10.0.64.129","TCP","64","0","110","0x0100 (256)","21232  >  80 [SYN] Seq=0 Win=16384 Len=0"
"862","0.016412","0.000001","91.211.6.22","10.0.64.129","TCP","64","0","122","0x0100 (256)","15084  >  80 [SYN] Seq=0 Win=16384 Len=0"
"863","0.016413","0.000001","134.174.4.85","10.0.64.129","TCP","64","0","105","0x0100 (256)","15398  >  80 [SYN] Seq=0 Win=16384 Len=0"
"864","0.016415","0.000001","123.83.1.120","10.0.64.129","TCP","64","0","114","0x0100 (256)","15374  >  80 [SYN] Seq=0 Win=16384 Len=0"
"865","0.016647","0.000231","91.211.6.128","10.0.64.129","TCP","64","0","122","0x0100 (256)","15190  >  80 [SYN] Seq=0 Win=16384 Len=0"
"866","0.016649","0.000001","44.204.2.21","10.0.64.129","TCP","64","0","115","0x0100 (256)","15452  >  80 [SYN] Seq=0 Win=16384 Len=0"
"867","0.016650","0.000001","91.211.6.75","10.0.64.129","TCP","64","0","122","0x0100 (256)","15137  >  80 [SYN] Seq=0 Win=16384 Len=0"
"868","0.016652","0.000001","123.83.1.53","10.0.64.129","TCP","64","0","114","0x0100 (256)","15307  >  80 [SYN] Seq=0 Win=16384 Len=0"
"869","0.016654","0.000001","91.211.6.80","10.0.64.129","TCP","64","0","122","0x0100 (256)","15142  >  80 [SYN] Seq=0 Win=16384 Len=0"
"870","0.016745","0.000090","219.99.39.253","10.0.64.129","TCP","64","0","110","0x0100 (256)","21251  >  80 [SYN] Seq=0 Win=16384 Len=0"
"871","0.016746","0.000001","134.174.4.96","10.0.64.129","TCP","64","0","105","0x0100 (256)","15409  >  80 [SYN] Seq=0 Win=16384 Len=0"
"872","0.016748","0.000001","91.211.6.33","10.0.64.129","TCP","64","0","122","0x0100 (256)","15095  >  80 [SYN] Seq=0 Win=16384 Len=0"
"873","0.016750","0.000001","91.211.6.40","10.0.64.129","TCP","64","0","122","0x0100 (256)","15102  >  80 [SYN] Seq=0 Win=16384 Len=0"
"874","0.016752","0.000001","44.204.2.12","10.0.64.129","TCP","64","0","115","0x0100 (256)","15443  >  80 [SYN] Seq=0 Win=16384 Len=0"
"875","0.016956","0.000204","123.83.1.130","10.0.64.129","TCP","64","0","114","0x0100 (256)","15384  >  80 [SYN] Seq=0 Win=16384 Len=0"
"876","0.016958","0.000001","123.83.1.132","10.0.64.129","TCP","64","0","114","0x0100 (256)","15386  >  80 [SYN] Seq=0 Win=16384 Len=0"
"877","0.016960","0.000001","123.83.1.131","10.0.64.129","TCP","64","0","114","0x0100 (256)","15385  >  80 [SYN] Seq=0 Win=16384 Len=0"
"878","0.016961","0.000001","91.211.6.36","10.0.64.129","TCP","64","0","122","0x0100 (256)","15098  >  80 [SYN] Seq=0 Win=16384 Len=0"
"879","0.016963","0.000001","212.172.18.231","10.0.64.129","TCP","64","0","123","0x0100 (256)","16326  >  80 [SYN] Seq=0 Win=16384 Len=0"
"880","0.016965","0.000001","147.227.17.205","10.0.64.129","TCP","64","0","118","0x0100 (256)","17899  >  80 [SYN] Seq=0 Win=16384 Len=0"
"881","0.016966","0.000001","147.227.17.209","10.0.64.129","TCP","64","0","118","0x0100 (256)","17903  >  80 [SYN] Seq=0 Win=16384 Len=0"
"882","0.016968","0.000001","147.227.17.119","10.0.64.129","TCP","64","0","118","0x0100 (256)","17813  >  80 [SYN] Seq=0 Win=16384 Len=0"
"883","0.016970","0.000002","69.27.128.201","10.0.64.129","ICMP","94","","52,1","0x39c1 (14785),0x999a (39322)","Time-to-live exceeded (Time to live exceeded in transit)"
"884","0.016972","0.000001","69.27.128.201","10.0.64.129","ICMP","94","","52,1","0x39c2 (14786),0x9995 (39317)","Time-to-live exceeded (Time to live exceeded in transit)"
"885","0.016974","0.000001","69.27.128.201","10.0.64.129","ICMP","94","","52,1","0x39c3 (14787),0x99ad (39341)","Time-to-live exceeded (Time to live exceeded in transit)"
"886","0.016975","0.000001","123.83.1.134","10.0.64.129","TCP","64","0","114","0x0100 (256)","15388  >  80 [SYN] Seq=0 Win=16384 Len=0"
"887","0.016991","0.000016","123.83.1.89","10.0.64.129","TCP","64","0","114","0x0100 (256)","15343  >  80 [SYN] Seq=0 Win=16384 Len=0"
"888","0.016993","0.000001","123.83.1.90","10.0.64.129","TCP","64","0","114","0x0100 (256)","15344  >  80 [SYN] Seq=0 Win=16384 Len=0"
"889","0.016995","0.000001","91.211.6.90","10.0.64.129","TCP","64","0","122","0x0100 (256)","15152  >  80 [SYN] Seq=0 Win=16384 Len=0"
"890","0.016996","0.000001","75.75.6.148","10.0.64.129","TCP","64","0","106","0x0100 (256)","15674  >  80 [SYN] Seq=0 Win=16384 Len=0"
"891","0.016998","0.000001","91.211.6.92","10.0.64.129","TCP","64","0","122","0x0100 (256)","15154  >  80 [SYN] Seq=0 Win=16384 Len=0"
"892","0.017197","0.000198","91.211.6.111","10.0.64.129","TCP","64","0","122","0x0100 (256)","15173  >  80 [SYN] Seq=0 Win=16384 Len=0"
"893","0.017199","0.000001","123.83.1.70","10.0.64.129","TCP","64","0","114","0x0100 (256)","15324  >  80 [SYN] Seq=0 Win=16384 Len=0"
"894","0.017200","0.000001","91.211.6.69","10.0.64.129","TCP","64","0","122","0x0100 (256)","15131  >  80 [SYN] Seq=0 Win=16384 Len=0"
"895","0.017202","0.000001","69.27.128.204","10.0.64.129","ICMP","78","","243,1","0x0000 (0),0x999f (39327)","Time-to-live exceeded (Time to live exceeded in transit)[Packet size limited during capture]"
"896","0.017204","0.000001","91.211.6.98","10.0.64.129","TCP","64","0","122","0x0100 (256)","15160  >  80 [SYN] Seq=0 Win=16384 Len=0"
"897","0.017205","0.000001","212.172.19.100","10.0.64.129","TCP","64","0","123","0x0100 (256)","16451  >  80 [SYN] Seq=0 Win=16384 Len=0"
"898","0.017207","0.000001","91.211.6.73","10.0.64.129","TCP","64","0","122","0x0100 (256)","15135  >  80 [SYN] Seq=0 Win=16384 Len=0"
"899","0.017218","0.000010","62.80.50.231","10.0.64.129","TCP","449","387","120","0xad19 (44313)","64810  >  80 [PSH, ACK] Seq=1 Ack=1 Win=1452 Len=387"
"900","0.017219","0.000000","69.27.128.204","10.0.64.129","ICMP","78","","243,1","0x0000 (0),0x99a5 (39333)","Time-to-live exceeded (Time to live exceeded in transit)[Packet size limited during capture]"
"901","0.017219","0.000000","44.204.2.44","10.0.64.129","TCP","64","0","115","0x0100 (256)","15475  >  80 [SYN] Seq=0 Win=16384 Len=0"
"902","0.017220","0.000000","123.83.1.44","10.0.64.129","TCP","64","0","114","0x0100 (256)","15298  >  80 [SYN] Seq=0 Win=16384 Len=0"
"903","0.017395","0.000175","91.211.6.59","10.0.64.129","TCP","64","0","122","0x0100 (256)","15121  >  80 [SYN] Seq=0 Win=16384 Len=0"
"904","0.017396","0.000001","206.126.36.115","10.0.64.129","TCP","64","0","117","0x0100 (256)","19372  >  80 [SYN] Seq=0 Win=16384 Len=0"
"905","0.017398","0.000001","44.204.2.49","10.0.64.129","TCP","64","0","115","0x0100 (256)","15480  >  80 [SYN] Seq=0 Win=16384 Len=0"
"906","0.017400","0.000001","91.211.6.155","10.0.64.129","TCP","64","0","122","0x0100 (256)","15217  >  80 [SYN] Seq=0 Win=16384 Len=0"
"907","0.017402","0.000001","147.227.17.156","10.0.64.129","TCP","64","0","118","0x0100 (256)","17850  >  80 [SYN] Seq=0 Win=16384 Len=0"
"908","0.017573","0.000170","123.83.1.76","10.0.64.129","TCP","64","0","114","0x0100 (256)","15330  >  80 [SYN] Seq=0 Win=16384 Len=0"
"909","0.017574","0.000001","123.83.1.194","10.0.64.129","TCP","64","0","114","0x0100 (256)","15448  >  80 [SYN] Seq=0 Win=16384 Len=0"
"910","0.017576","0.000001","212.172.19.110","10.0.64.129","TCP","64","0","123","0x0100 (256)","16461  >  80 [SYN] Seq=0 Win=16384 Len=0"
"911","0.017578","0.000001","91.211.6.102","10.0.64.129","TCP","64","0","122","0x0100 (256)","15164  >  80 [SYN] Seq=0 Win=16384 Len=0"
"912","0.017580","0.000001","212.172.19.109","10.0.64.129","TCP","64","0","123","0x0100 (256)","16460  >  80 [SYN] Seq=0 Win=16384 Len=0"
"913","0.017581","0.000001","147.227.17.210","10.0.64.129","TCP","64","0","118","0x0100 (256)","17904  >  80 [SYN] Seq=0 Win=16384 Len=0"
"914","0.017583","0.000001","134.174.4.212","10.0.64.129","TCP","64","0","105","0x0100 (256)","15525  >  80 [SYN] Seq=0 Win=16384 Len=0"
"915","0.017585","0.000001","212.172.19.127","10.0.64.129","TCP","64","0","123","0x0100 (256)","16478  >  80 [SYN] Seq=0 Win=16384 Len=0"
"916","0.017897","0.000312","10.0.64.129","44.204.9.186","TCP","68","0","254","0xb165 (45413)","80  >  15009 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"917","0.017926","0.000028","10.0.64.129","44.204.9.187","TCP","68","0","254","0xb161 (45409)","80  >  15010 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"918","0.017953","0.000027","10.0.64.129","93.173.35.23","TCP","68","0","254","0xb162 (45410)","80  >  19871 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"919","0.017989","0.000036","10.0.64.129","172.212.12.169","TCP","68","0","254","0xb163 (45411)","80  >  16368 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"920","0.018055","0.000065","10.0.64.129","172.212.12.139","TCP","68","0","254","0xb168 (45416)","80  >  16338 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"921","0.018084","0.000028","10.0.64.129","206.126.31.91","TCP","68","0","254","0xb169 (45417)","80  >  18068 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"922","0.018105","0.000021","206.126.36.121","10.0.64.129","TCP","64","0","117","0x0100 (256)","19378  >  80 [SYN] Seq=0 Win=16384 Len=0"
"923","0.018107","0.000001","212.172.19.15","10.0.64.129","TCP","64","0","123","0x0100 (256)","16366  >  80 [SYN] Seq=0 Win=16384 Len=0"
"924","0.018109","0.000001","123.83.1.80","10.0.64.129","TCP","64","0","114","0x0100 (256)","15334  >  80 [SYN] Seq=0 Win=16384 Len=0"
"925","0.018111","0.000001","91.211.6.119","10.0.64.129","TCP","64","0","122","0x0100 (256)","15181  >  80 [SYN] Seq=0 Win=16384 Len=0"
"926","0.018112","0.000001","44.204.2.60","10.0.64.129","TCP","64","0","115","0x0100 (256)","15491  >  80 [SYN] Seq=0 Win=16384 Len=0"
"927","0.018114","0.000001","206.126.36.125","10.0.64.129","TCP","64","0","117","0x0100 (256)","19382  >  80 [SYN] Seq=0 Win=16384 Len=0"
"928","0.018116","0.000001","91.211.6.115","10.0.64.129","TCP","64","0","122","0x0100 (256)","15177  >  80 [SYN] Seq=0 Win=16384 Len=0"
"929","0.018117","0.000001","123.83.1.112","10.0.64.129","TCP","64","0","114","0x0100 (256)","15366  >  80 [SYN] Seq=0 Win=16384 Len=0"
"930","0.018119","0.000001","123.83.1.85","10.0.64.129","TCP","64","0","114","0x0100 (256)","15339  >  80 [SYN] Seq=0 Win=16384 Len=0"
"931","0.018121","0.000001","123.83.1.63","10.0.64.129","TCP","64","0","114","0x0100 (256)","15317  >  80 [SYN] Seq=0 Win=16384 Len=0"
"932","0.018122","0.000001","10.0.64.129","131.171.35.13","TCP","68","0","254","0xb16a (45418)","80  >  19659 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"933","0.018150","0.000027","10.0.64.129","98.138.5.37","TCP","68","0","254","0xb16b (45419)","80  >  13170 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"934","0.018179","0.000029","10.0.64.129","172.212.12.211","TCP","68","0","254","0xb16c (45420)","80  >  16410 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"935","0.018216","0.000036","10.0.64.129","98.138.5.143","TCP","68","0","254","0xb16d (45421)","80  >  13276 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"936","0.018245","0.000029","10.0.64.129","44.204.9.29","TCP","68","0","254","0xb16e (45422)","80  >  14852 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"937","0.018275","0.000030","10.0.64.129","98.138.5.36","TCP","68","0","254","0xb16f (45423)","80  >  13169 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"938","0.018310","0.000035","10.0.64.129","172.212.12.152","TCP","68","0","254","0xb170 (45424)","80  >  16351 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"939","0.018330","0.000019","147.227.17.174","10.0.64.129","TCP","64","0","118","0x0100 (256)","17868  >  80 [SYN] Seq=0 Win=16384 Len=0"
"940","0.018332","0.000002","91.211.6.77","10.0.64.129","TCP","64","0","122","0x0100 (256)","15139  >  80 [SYN] Seq=0 Win=16384 Len=0"
"941","0.018333","0.000001","206.126.36.131","10.0.64.129","TCP","64","0","117","0x0100 (256)","19388  >  80 [SYN] Seq=0 Win=16384 Len=0"
"942","0.018335","0.000001","194.72.0.162","10.0.64.129","ICMP","78","","247,1","0x0000 (0),0xb102 (45314)","Time-to-live exceeded (Time to live exceeded in transit)[Packet size limited during capture]"
"943","0.018337","0.000001","44.204.2.147","10.0.64.129","TCP","64","0","115","0x0100 (256)","15578  >  80 [SYN] Seq=0 Win=16384 Len=0"
"944","0.018338","0.000001","44.204.2.73","10.0.64.129","TCP","64","0","115","0x0100 (256)","15504  >  80 [SYN] Seq=0 Win=16384 Len=0"
"945","0.018340","0.000001","91.211.5.253","10.0.64.129","TCP","64","0","122","0x0100 (256)","15059  >  80 [SYN] Seq=0 Win=16384 Len=0"
"946","0.018342","0.000001","44.204.2.146","10.0.64.129","TCP","64","0","115","0x0100 (256)","15577  >  80 [SYN] Seq=0 Win=16384 Len=0"
"947","0.018346","0.000004","10.0.64.129","206.126.31.92","TCP","68","0","254","0xb171 (45425)","80  >  18069 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"948","0.018426","0.000079","10.0.64.129","172.212.12.210","TCP","68","0","254","0xb172 (45426)","80  >  16409 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"949","0.018549","0.000123","10.0.64.129","93.173.35.26","TCP","68","0","254","0xb173 (45427)","80  >  19874 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"950","0.018648","0.000098","10.0.64.129","206.126.31.2","TCP","68","0","254","0xb174 (45428)","80  >  17979 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"951","0.018664","0.000016","206.126.36.141","10.0.64.129","TCP","64","0","117","0x0100 (256)","19398  >  80 [SYN] Seq=0 Win=16384 Len=0"
"952","0.018666","0.000001","91.211.6.134","10.0.64.129","TCP","64","0","122","0x0100 (256)","15196  >  80 [SYN] Seq=0 Win=16384 Len=0"
"953","0.018668","0.000001","123.83.1.66","10.0.64.129","TCP","64","0","114","0x0100 (256)","15320  >  80 [SYN] Seq=0 Win=16384 Len=0"
"954","0.018669","0.000001","134.174.4.76","10.0.64.129","TCP","64","0","105","0x0100 (256)","15389  >  80 [SYN] Seq=0 Win=16384 Len=0"
"955","0.018671","0.000001","91.211.6.82","10.0.64.129","TCP","64","0","122","0x0100 (256)","15144  >  80 [SYN] Seq=0 Win=16384 Len=0"
"956","0.018688","0.000017","10.0.64.129","98.138.5.46","TCP","68","0","254","0xb175 (45429)","80  >  13179 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"957","0.018697","0.000008","10.0.64.129","35.195.39.156","TCP","68","0","254","0xb176 (45430)","80  >  20250 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"958","0.018704","0.000006","10.0.64.129","93.173.35.64","TCP","68","0","254","0xb177 (45431)","80  >  19912 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"959","0.018711","0.000006","10.0.64.129","93.173.35.20","TCP","68","0","254","0xb178 (45432)","80  >  19868 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"960","0.018722","0.000011","10.0.64.129","82.210.237.159","TCP","193","131","254","0xb17d (45437)","80  >  48489 [PSH, ACK] Seq=1 Ack=1 Win=4380 Len=131"
"961","0.018862","0.000139","44.204.2.88","10.0.64.129","TCP","64","0","115","0x0100 (256)","15519  >  80 [SYN] Seq=0 Win=16384 Len=0"
"962","0.018864","0.000001","212.172.18.219","10.0.64.129","TCP","64","0","123","0x0100 (256)","16314  >  80 [SYN] Seq=0 Win=16384 Len=0"
"963","0.018865","0.000001","91.211.6.107","10.0.64.129","TCP","64","0","122","0x0100 (256)","15169  >  80 [SYN] Seq=0 Win=16384 Len=0"
"964","0.018867","0.000001","44.204.2.93","10.0.64.129","TCP","64","0","115","0x0100 (256)","15524  >  80 [SYN] Seq=0 Win=16384 Len=0"
"965","0.018869","0.000001","91.211.6.61","10.0.64.129","TCP","64","0","122","0x0100 (256)","15123  >  80 [SYN] Seq=0 Win=16384 Len=0"
"966","0.018871","0.000001","212.172.18.216","10.0.64.129","TCP","64","0","123","0x0100 (256)","16311  >  80 [SYN] Seq=0 Win=16384 Len=0"
"967","0.018872","0.000001","91.211.6.160","10.0.64.129","TCP","64","0","122","0x0100 (256)","15222  >  80 [SYN] Seq=0 Win=16384 Len=0"
"968","0.018874","0.000001","91.211.6.79","10.0.64.129","TCP","64","0","122","0x0100 (256)","15141  >  80 [SYN] Seq=0 Win=16384 Len=0"
"969","0.018876","0.000001","91.211.6.63","10.0.64.129","TCP","64","0","122","0x0100 (256)","15125  >  80 [SYN] Seq=0 Win=16384 Len=0"
"970","0.018878","0.000001","212.172.18.227","10.0.64.129","TCP","64","0","123","0x0100 (256)","16322  >  80 [SYN] Seq=0 Win=16384 Len=0"
"971","0.018879","0.000001","142.142.28.140","10.0.64.129","TCP","64","0","113","0x0100 (256)","16565  >  80 [SYN] Seq=0 Win=16384 Len=0"
"972","0.018881","0.000001","91.211.6.100","10.0.64.129","TCP","64","0","122","0x0100 (256)","15162  >  80 [SYN] Seq=0 Win=16384 Len=0"
"973","0.019032","0.000150","123.83.1.160","10.0.64.129","TCP","64","0","114","0x0100 (256)","15414  >  80 [SYN] Seq=0 Win=16384 Len=0"
"974","0.019034","0.000001","134.174.4.159","10.0.64.129","TCP","64","0","105","0x0100 (256)","15472  >  80 [SYN] Seq=0 Win=16384 Len=0"
"975","0.019035","0.000001","123.83.1.72","10.0.64.129","TCP","64","0","114","0x0100 (256)","15326  >  80 [SYN] Seq=0 Win=16384 Len=0"
"976","0.019037","0.000001","123.83.1.88","10.0.64.129","TCP","64","0","114","0x0100 (256)","15342  >  80 [SYN] Seq=0 Win=16384 Len=0"
"977","0.019039","0.000001","200.80.18.73","10.0.64.129","TCP","64","0","54","0x5fa1 (24481)","16876  >  80 [RST] Seq=1 Win=0 Len=0"
"978","0.019083","0.000044","134.174.4.171","10.0.64.129","TCP","64","0","105","0x0100 (256)","15484  >  80 [SYN] Seq=0 Win=16384 Len=0"
"979","0.019085","0.000001","212.172.18.226","10.0.64.129","TCP","64","0","123","0x0100 (256)","16321  >  80 [SYN] Seq=0 Win=16384 Len=0"
"980","0.019087","0.000001","91.211.6.72","10.0.64.129","TCP","64","0","122","0x0100 (256)","15134  >  80 [SYN] Seq=0 Win=16384 Len=0"
"981","0.019089","0.000001","91.211.6.130","10.0.64.129","TCP","64","0","122","0x0100 (256)","15192  >  80 [SYN] Seq=0 Win=16384 Len=0"
"982","0.019090","0.000001","134.174.4.162","10.0.64.129","TCP","64","0","105","0x0100 (256)","15475  >  80 [SYN] Seq=0 Win=16384 Len=0"
"983","0.019092","0.000001","123.83.1.167","10.0.64.129","TCP","64","0","114","0x0100 (256)","15421  >  80 [SYN] Seq=0 Win=16384 Len=0"
"984","0.019094","0.000001","212.172.18.204","10.0.64.129","TCP","64","0","123","0x0100 (256)","16299  >  80 [SYN] Seq=0 Win=16384 Len=0"
"985","0.019095","0.000001","194.74.28.149","10.0.64.129","TCP","64","0","105","0x0100 (256)","19506  >  80 [SYN] Seq=0 Win=16384 Len=0"
"986","0.019286","0.000190","10.0.64.129","131.171.35.141","TCP","68","0","254","0xb179 (45433)","80  >  19787 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"987","0.019293","0.000007","10.0.64.129","60.180.40.17","TCP","68","0","254","0xb17a (45434)","80  >  20152 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"988","0.019300","0.000006","10.0.64.129","60.180.39.233","TCP","68","0","254","0xb17b (45435)","80  >  20112 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"989","0.019306","0.000006","10.0.64.129","98.138.5.75","TCP","68","0","254","0xb17c (45436)","80  >  13208 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"990","0.019313","0.000006","10.0.64.129","98.138.5.127","TCP","68","0","254","0xb17e (45438)","80  >  13260 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"991","0.019320","0.000006","10.0.64.129","131.171.35.125","TCP","68","0","254","0xb17f (45439)","80  >  19771 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"992","0.019326","0.000006","10.0.64.129","99.99.26.199","TCP","68","0","254","0xb180 (45440)","80  >  18469 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"993","0.019333","0.000006","10.0.64.129","98.138.5.23","TCP","68","0","254","0xb181 (45441)","80  >  13156 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"994","0.019340","0.000006","10.0.64.129","44.204.9.165","TCP","68","0","254","0xb182 (45442)","80  >  14988 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"995","0.019347","0.000006","10.0.64.129","68.228.38.179","TCP","68","0","254","0xb183 (45443)","80  >  36450 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"996","0.019353","0.000006","10.0.64.129","131.171.35.107","TCP","68","0","254","0xb184 (45444)","80  >  19753 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"997","0.019360","0.000006","10.0.64.129","98.138.5.131","TCP","68","0","254","0xb185 (45445)","80  >  13264 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"998","0.019367","0.000006","10.0.64.129","68.228.38.209","TCP","68","0","254","0xb186 (45446)","80  >  36480 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"999","0.019373","0.000006","10.0.64.129","98.138.5.86","TCP","68","0","254","0xb18c (45452)","80  >  13219 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1000","0.019380","0.000007","10.0.64.129","60.180.39.243","TCP","68","0","254","0xb187 (45447)","80  >  20122 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1001","0.019387","0.000006","10.0.64.129","99.99.26.218","TCP","68","0","254","0xb18d (45453)","80  >  18488 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1002","0.019393","0.000006","10.0.64.129","99.99.27.49","TCP","68","0","254","0xb188 (45448)","80  >  18575 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1003","0.019400","0.000006","10.0.64.129","98.138.5.204","TCP","68","0","254","0xb18e (45454)","80  >  13337 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1004","0.019408","0.000007","10.0.64.129","44.204.9.161","TCP","68","0","254","0xb189 (45449)","80  >  14984 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1005","0.019408","0.000000","123.83.1.133","10.0.64.129","TCP","64","0","114","0x0100 (256)","15387  >  80 [SYN] Seq=0 Win=16384 Len=0"
"1006","0.019410","0.000001","123.83.1.140","10.0.64.129","TCP","64","0","114","0x0100 (256)","15394  >  80 [SYN] Seq=0 Win=16384 Len=0"
"1007","0.019412","0.000001","123.83.1.113","10.0.64.129","TCP","64","0","114","0x0100 (256)","15367  >  80 [SYN] Seq=0 Win=16384 Len=0"
"1008","0.019414","0.000002","194.72.0.162","10.0.64.129","ICMP","78","","247,1","0x0000 (0),0xb0fc (45308)","Time-to-live exceeded (Time to live exceeded in transit)[Packet size limited during capture]"
"1009","0.019420","0.000006","10.0.64.129","93.173.35.4","TCP","68","0","254","0xb18f (45455)","80  >  19852 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1010","0.019426","0.000006","10.0.64.129","68.228.38.135","TCP","68","0","254","0xb18a (45450)","80  >  36406 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1011","0.019433","0.000006","10.0.64.129","68.228.38.12","TCP","68","0","254","0xb190 (45456)","80  >  36283 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1012","0.019440","0.000006","10.0.64.129","68.228.38.109","TCP","68","0","254","0xb18b (45451)","80  >  36380 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1013","0.019446","0.000006","10.0.64.129","99.99.27.10","TCP","68","0","254","0xb191 (45457)","80  >  18536 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1014","0.019453","0.000006","10.0.64.129","68.228.38.94","TCP","68","0","254","0xb192 (45458)","80  >  36365 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1015","0.019459","0.000006","10.0.64.129","99.99.26.202","TCP","68","0","254","0xb193 (45459)","80  >  18472 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1016","0.019466","0.000006","10.0.64.129","44.204.9.160","TCP","68","0","254","0xb194 (45460)","80  >  14983 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1017","0.019494","0.000028","10.0.64.129","68.228.38.88","TCP","68","0","254","0xb195 (45461)","80  >  36359 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"1018","0.019495","0.000001","91.211.6.108","10.0.64.129","TCP","64","0","122","0x0100 (256)","15170  >  80 [SYN] Seq=0 Win=16384 Len=0"
"1019","0.019497","0.000002","142.142.28.119","10.0.64.129","TCP","64","0","113","0x0100 (256)","16544  >  80 [SYN] Seq=0 Win=16384 Len=0"
