"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Identification","Info"
"3771","0.058095","0.000001","187.147.19.179","10.0.64.129","TCP","64","0","118","0x0100 (256)","17705  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3772","0.058154","0.000058","10.0.64.129","147.227.12.150","TCP","68","0","254","0xb235 (45621)","80  >  16564 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3773","0.058161","0.000007","10.0.64.129","194.74.24.68","TCP","68","0","254","0xb236 (45622)","80  >  18401 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3774","0.058168","0.000007","10.0.64.129","219.99.35.2","TCP","68","0","254","0xb237 (45623)","80  >  19976 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3775","0.058175","0.000007","10.0.64.129","194.74.24.69","TCP","68","0","254","0xb238 (45624)","80  >  18402 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3776","0.058181","0.000006","10.0.64.129","200.80.23.1","TCP","68","0","254","0xb239 (45625)","80  >  18084 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3777","0.058188","0.000006","10.0.64.129","147.227.12.217","TCP","68","0","254","0xb23a (45626)","80  >  16631 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3778","0.058195","0.000006","10.0.64.129","142.142.24.14","TCP","68","0","254","0xb23b (45627)","80  >  15415 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3779","0.058202","0.000006","10.0.64.129","142.142.24.15","TCP","68","0","254","0xb23c (45628)","80  >  15416 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3780","0.058209","0.000007","10.0.64.129","147.227.12.207","TCP","68","0","254","0xb23d (45629)","80  >  16621 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3781","0.058216","0.000007","10.0.64.129","194.74.24.71","TCP","68","0","254","0xb23e (45630)","80  >  18404 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3782","0.058223","0.000006","10.0.64.129","200.80.23.128","TCP","68","0","254","0xb23f (45631)","80  >  18211 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3783","0.058231","0.000008","10.0.64.129","78.78.38.236","TCP","68","0","254","0xb240 (45632)","80  >  20357 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3784","0.058238","0.000006","10.0.64.129","35.195.40.2","TCP","68","0","254","0xb241 (45633)","80  >  20352 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3785","0.058245","0.000006","10.0.64.129","194.74.24.86","TCP","68","0","254","0xb242 (45634)","80  >  18419 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3786","0.058251","0.000006","10.0.64.129","147.227.12.75","TCP","68","0","254","0xb243 (45635)","80  >  16489 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3787","0.058258","0.000007","10.0.64.129","219.99.35.13","TCP","68","0","254","0xb244 (45636)","80  >  19987 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3788","0.058265","0.000006","10.0.64.129","219.99.35.83","TCP","68","0","254","0xb245 (45637)","80  >  20057 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3789","0.058266","0.000001","188.108.2.57","10.0.64.129","TCP","64","0","119","0x0100 (256)","15392  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3790","0.058268","0.000001","187.147.20.23","10.0.64.129","TCP","64","0","118","0x0100 (256)","17805  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3791","0.058269","0.000001","187.147.19.238","10.0.64.129","TCP","64","0","118","0x0100 (256)","17764  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3792","0.058271","0.000001","187.147.19.189","10.0.64.129","TCP","64","0","118","0x0100 (256)","17715  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3793","0.058271","0.000000","10.0.64.129","200.80.22.211","TCP","68","0","254","0xb246 (45638)","80  >  18038 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3794","0.058273","0.000001","188.108.2.24","10.0.64.129","TCP","64","0","119","0x0100 (256)","15359  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3795","0.058275","0.000001","98.138.10.218","10.0.64.129","TCP","64","0","109","0x0100 (256)","14631  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3796","0.058276","0.000001","187.147.20.65","10.0.64.129","TCP","64","0","118","0x0100 (256)","17847  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3797","0.058278","0.000001","10.0.64.129","147.227.12.93","TCP","68","0","254","0xb247 (45639)","80  >  16507 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3798","0.058286","0.000007","10.0.64.129","147.227.12.247","TCP","68","0","254","0xb248 (45640)","80  >  16661 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3799","0.058293","0.000007","10.0.64.129","78.78.38.245","TCP","68","0","254","0xb249 (45641)","80  >  20366 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3800","0.058299","0.000006","10.0.64.129","75.75.1.81","TCP","68","0","254","0xb24a (45642)","80  >  14327 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3801","0.058306","0.000007","10.0.64.129","147.227.13.3","TCP","68","0","254","0xb24b (45643)","80  >  16673 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3802","0.058313","0.000006","10.0.64.129","75.75.1.143","TCP","68","0","254","0xb24c (45644)","80  >  14389 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3803","0.058320","0.000006","10.0.64.129","44.204.10.7","TCP","68","0","254","0xb24d (45645)","80  >  15086 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3804","0.058350","0.000030","10.0.64.129","219.99.35.130","TCP","68","0","254","0xb24e (45646)","80  >  20104 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3805","0.058370","0.000020","10.0.64.129","200.80.22.204","TCP","68","0","254","0xb24f (45647)","80  >  18031 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3806","0.058384","0.000014","187.147.19.193","10.0.64.129","TCP","64","0","118","0x0100 (256)","17719  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3807","0.058386","0.000001","210.210.6.129","10.0.64.129","TCP","64","0","121","0x0100 (256)","15790  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3808","0.058388","0.000001","187.147.20.3","10.0.64.129","TCP","64","0","118","0x0100 (256)","17785  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3809","0.058390","0.000001","187.147.19.140","10.0.64.129","TCP","64","0","118","0x0100 (256)","17666  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3810","0.058391","0.000001","99.99.32.187","10.0.64.129","TCP","64","0","110","0x0100 (256)","19993  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3811","0.058393","0.000001","188.108.1.252","10.0.64.129","TCP","64","0","119","0x0100 (256)","15331  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3812","0.058395","0.000001","187.147.19.198","10.0.64.129","TCP","64","0","118","0x0100 (256)","17724  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3813","0.058397","0.000001","210.210.6.127","10.0.64.129","TCP","64","0","121","0x0100 (256)","15788  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3814","0.058398","0.000001","187.147.19.191","10.0.64.129","TCP","64","0","118","0x0100 (256)","17717  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3815","0.058400","0.000001","98.138.10.226","10.0.64.129","TCP","64","0","109","0x0100 (256)","14639  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3816","0.058409","0.000008","10.0.64.129","219.99.35.20","TCP","68","0","254","0xb250 (45648)","80  >  19994 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3817","0.058437","0.000028","10.0.64.129","219.99.35.134","TCP","68","0","254","0xb251 (45649)","80  >  20108 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3818","0.058453","0.000015","187.147.19.254","10.0.64.129","TCP","64","0","118","0x0100 (256)","17780  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3819","0.058455","0.000001","187.147.20.74","10.0.64.129","TCP","64","0","118","0x0100 (256)","17856  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3820","0.058456","0.000001","187.147.19.202","10.0.64.129","TCP","64","0","118","0x0100 (256)","17728  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3821","0.058458","0.000001","99.99.33.39","10.0.64.129","TCP","64","0","110","0x0100 (256)","20101  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3822","0.058460","0.000001","210.210.6.86","10.0.64.129","TCP","64","0","121","0x0100 (256)","15747  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3823","0.058461","0.000001","98.138.10.176","10.0.64.129","TCP","64","0","109","0x0100 (256)","14589  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3824","0.058463","0.000001","187.147.19.211","10.0.64.129","TCP","64","0","118","0x0100 (256)","17737  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3825","0.058465","0.000001","99.99.32.254","10.0.64.129","TCP","64","0","110","0x0100 (256)","20060  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3826","0.058467","0.000001","187.147.19.144","10.0.64.129","TCP","64","0","118","0x0100 (256)","17670  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3827","0.058467","0.000000","10.0.64.129","219.99.35.22","TCP","68","0","254","0xb252 (45650)","80  >  19996 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3828","0.058469","0.000002","61.141.14.50","10.0.64.129","ICMP","78","","47,233","0xd157 (53591),0x6ab3 (27315)","Destination unreachable (Host unreachable)[Packet size limited during capture]"
"3829","0.058470","0.000001","187.147.20.10","10.0.64.129","TCP","64","0","118","0x0100 (256)","17792  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3830","0.058472","0.000001","210.210.6.97","10.0.64.129","TCP","64","0","121","0x0100 (256)","15758  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3831","0.058504","0.000031","10.0.64.129","93.173.35.178","TCP","68","0","254","0xb253 (45651)","80  >  20026 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3832","0.058531","0.000027","10.0.64.129","206.126.31.156","TCP","68","0","254","0xb254 (45652)","80  >  18133 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3833","0.058560","0.000028","10.0.64.129","78.78.38.234","TCP","68","0","254","0xb255 (45653)","80  >  20355 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3834","0.058677","0.000117","210.210.6.138","10.0.64.129","TCP","64","0","121","0x0100 (256)","15799  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3835","0.058679","0.000001","98.138.11.35","10.0.64.129","TCP","64","0","109","0x0100 (256)","14704  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3836","0.058681","0.000001","188.108.2.16","10.0.64.129","TCP","64","0","119","0x0100 (256)","15351  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3837","0.058682","0.000001","188.108.2.81","10.0.64.129","TCP","64","0","119","0x0100 (256)","15416  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3838","0.058684","0.000001","188.108.2.4","10.0.64.129","TCP","64","0","119","0x0100 (256)","15339  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3839","0.058686","0.000001","98.138.11.39","10.0.64.129","TCP","64","0","109","0x0100 (256)","14708  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3840","0.058688","0.000001","98.138.10.236","10.0.64.129","TCP","64","0","109","0x0100 (256)","14649  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3841","0.058689","0.000001","210.210.6.22","10.0.64.129","TCP","64","0","121","0x0100 (256)","15683  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3842","0.058691","0.000001","98.138.10.241","10.0.64.129","TCP","64","0","109","0x0100 (256)","14654  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3843","0.058723","0.000032","194.9.5.12","10.0.64.129","TCP","565","503","55","0x18df (6367)","52470  >  80 [FIN, PSH, ACK] Seq=1 Ack=1 Win=5840 Len=503"
"3844","0.058875","0.000151","187.147.19.217","10.0.64.129","TCP","64","0","118","0x0100 (256)","17743  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3845","0.058876","0.000001","212.252.19.158","10.0.64.129","TCP","64","0","123","0x0100 (256)","18189  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3846","0.058878","0.000001","210.210.6.151","10.0.64.129","TCP","64","0","121","0x0100 (256)","15812  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3847","0.058880","0.000001","188.108.2.84","10.0.64.129","TCP","64","0","119","0x0100 (256)","15419  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3848","0.058882","0.000001","187.147.19.224","10.0.64.129","TCP","64","0","118","0x0100 (256)","17750  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3849","0.058884","0.000001","61.141.14.50","10.0.64.129","ICMP","78","","47,233","0xd15a (53594),0x6ae5 (27365)","Destination unreachable (Host unreachable)[Packet size limited during capture]"
"3850","0.058885","0.000001","187.147.19.133","10.0.64.129","TCP","64","0","118","0x0100 (256)","17659  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3851","0.058887","0.000001","210.210.5.239","10.0.64.129","TCP","64","0","121","0x0100 (256)","15644  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3852","0.059143","0.000255","188.108.2.49","10.0.64.129","TCP","64","0","119","0x0100 (256)","15384  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3853","0.059145","0.000001","147.227.18.94","10.0.64.129","TCP","64","0","118","0x0100 (256)","18044  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3854","0.059146","0.000001","187.147.20.45","10.0.64.129","TCP","64","0","118","0x0100 (256)","17827  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3855","0.059147","0.000001","10.0.64.129","147.227.12.124","TCP","68","0","254","0xb256 (45654)","80  >  16538 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3856","0.059148","0.000000","188.108.2.53","10.0.64.129","TCP","64","0","119","0x0100 (256)","15388  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3857","0.059150","0.000001","187.147.19.234","10.0.64.129","TCP","64","0","118","0x0100 (256)","17760  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3858","0.059151","0.000001","98.138.10.224","10.0.64.129","TCP","64","0","109","0x0100 (256)","14637  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3859","0.059153","0.000001","147.227.18.47","10.0.64.129","TCP","64","0","118","0x0100 (256)","17997  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3860","0.059154","0.000001","10.0.64.129","147.227.12.102","TCP","68","0","254","0xb257 (45655)","80  >  16516 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3861","0.059155","0.000000","147.227.18.98","10.0.64.129","TCP","64","0","118","0x0100 (256)","18048  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3862","0.059157","0.000001","99.99.33.31","10.0.64.129","TCP","64","0","110","0x0100 (256)","20093  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3863","0.059162","0.000005","10.0.64.129","212.172.14.53","TCP","68","0","254","0xb258 (45656)","80  >  15124 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3864","0.059169","0.000006","10.0.64.129","219.99.35.95","TCP","68","0","254","0xb259 (45657)","80  >  20069 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3865","0.059176","0.000007","10.0.64.129","212.172.14.49","TCP","68","0","254","0xb25a (45658)","80  >  15120 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3866","0.059183","0.000006","10.0.64.129","75.75.1.203","TCP","68","0","254","0xb25b (45659)","80  >  14449 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3867","0.059190","0.000006","10.0.64.129","75.75.1.197","TCP","68","0","254","0xb25c (45660)","80  >  14443 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3868","0.059196","0.000006","10.0.64.129","61.181.39.231","TCP","68","0","254","0xb25d (45661)","80  >  20111 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3869","0.059203","0.000007","10.0.64.129","219.99.34.235","TCP","68","0","254","0xb25e (45662)","80  >  19953 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3870","0.059210","0.000006","10.0.64.129","78.78.39.70","TCP","68","0","254","0xb25f (45663)","80  >  20447 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3871","0.059217","0.000006","10.0.64.129","200.80.22.224","TCP","68","0","254","0xb260 (45664)","80  >  18051 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3872","0.059224","0.000007","10.0.64.129","200.80.22.188","TCP","68","0","254","0xb261 (45665)","80  >  18015 [SYN, ACK] Seq=0 Ack=1 Win=1608 Len=0 MSS=1460"
"3873","0.059273","0.000048","147.227.18.64","10.0.64.129","TCP","64","0","118","0x0100 (256)","18014  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3874","0.059275","0.000002","61.141.14.54","10.0.64.129","ICMP","78","","47,233","0xd158 (53592),0x6afb (27387)","Destination unreachable (Host unreachable)[Packet size limited during capture]"
"3875","0.059276","0.000001","187.147.19.196","10.0.64.129","TCP","64","0","118","0x0100 (256)","17722  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3876","0.059278","0.000001","187.147.20.62","10.0.64.129","TCP","64","0","118","0x0100 (256)","17844  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3877","0.059280","0.000001","187.147.20.57","10.0.64.129","TCP","64","0","118","0x0100 (256)","17839  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3878","0.059281","0.000001","188.108.2.115","10.0.64.129","TCP","64","0","119","0x0100 (256)","15450  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3879","0.059283","0.000001","98.138.11.55","10.0.64.129","TCP","64","0","109","0x0100 (256)","14724  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3880","0.059515","0.000232","187.147.19.162","10.0.64.129","TCP","64","0","118","0x0100 (256)","17688  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3881","0.059517","0.000002","187.147.19.159","10.0.64.129","TCP","64","0","118","0x0100 (256)","17685  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3882","0.059519","0.000001","61.141.14.54","10.0.64.129","ICMP","78","","47,233","0xd159 (53593),0x6aa7 (27303)","Destination unreachable (Host unreachable)[Packet size limited during capture]"
"3883","0.059521","0.000001","98.138.11.56","10.0.64.129","TCP","64","0","109","0x0100 (256)","14725  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3884","0.059522","0.000001","99.99.32.237","10.0.64.129","TCP","64","0","110","0x0100 (256)","20043  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3885","0.059524","0.000001","188.108.1.244","10.0.64.129","TCP","64","0","119","0x0100 (256)","15323  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3886","0.059526","0.000001","188.108.1.242","10.0.64.129","TCP","64","0","119","0x0100 (256)","15321  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3887","0.059528","0.000001","188.108.2.114","10.0.64.129","TCP","64","0","119","0x0100 (256)","15449  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3888","0.059529","0.000001","187.147.19.188","10.0.64.129","TCP","64","0","118","0x0100 (256)","17714  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3889","0.059630","0.000100","187.147.20.55","10.0.64.129","TCP","64","0","118","0x0100 (256)","17837  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3890","0.059631","0.000001","187.147.19.171","10.0.64.129","TCP","64","0","118","0x0100 (256)","17697  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3891","0.059633","0.000001","98.138.11.76","10.0.64.129","TCP","64","0","109","0x0100 (256)","14745  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3892","0.059635","0.000001","187.147.19.239","10.0.64.129","TCP","64","0","118","0x0100 (256)","17765  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3893","0.059637","0.000001","212.212.5.21","10.0.64.129","TCP","64","0","123","0x0100 (256)","11828  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3894","0.059638","0.000001","187.147.19.219","10.0.64.129","TCP","64","0","118","0x0100 (256)","17745  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3895","0.059640","0.000001","187.147.20.15","10.0.64.129","TCP","64","0","118","0x0100 (256)","17797  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3896","0.059642","0.000001","187.147.20.64","10.0.64.129","TCP","64","0","118","0x0100 (256)","17846  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3897","0.059693","0.000051","212.252.19.186","10.0.64.129","TCP","64","0","123","0x0100 (256)","18217  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3898","0.059695","0.000001","99.99.33.44","10.0.64.129","TCP","64","0","110","0x0100 (256)","20106  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3899","0.059697","0.000001","187.147.19.237","10.0.64.129","TCP","64","0","118","0x0100 (256)","17763  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3900","0.059698","0.000001","147.227.18.21","10.0.64.129","TCP","64","0","118","0x0100 (256)","17971  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3901","0.059700","0.000001","187.147.19.174","10.0.64.129","TCP","64","0","118","0x0100 (256)","17700  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3902","0.059702","0.000001","187.147.19.253","10.0.64.129","TCP","64","0","118","0x0100 (256)","17779  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3903","0.059704","0.000001","188.108.2.62","10.0.64.129","TCP","64","0","119","0x0100 (256)","15397  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3904","0.059705","0.000001","187.147.19.233","10.0.64.129","TCP","64","0","118","0x0100 (256)","17759  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3905","0.059707","0.000001","187.147.19.180","10.0.64.129","TCP","64","0","118","0x0100 (256)","17706  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3906","0.059709","0.000001","187.147.19.178","10.0.64.129","TCP","64","0","118","0x0100 (256)","17704  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3907","0.059711","0.000001","187.147.19.182","10.0.64.129","TCP","64","0","118","0x0100 (256)","17708  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3908","0.059778","0.000067","99.99.32.242","10.0.64.129","TCP","64","0","110","0x0100 (256)","20048  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3909","0.059780","0.000001","98.138.10.246","10.0.64.129","TCP","64","0","109","0x0100 (256)","14659  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3910","0.059781","0.000001","187.147.20.9","10.0.64.129","TCP","64","0","118","0x0100 (256)","17791  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3911","0.059783","0.000001","188.108.1.253","10.0.64.129","TCP","64","0","119","0x0100 (256)","15332  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3912","0.059785","0.000001","212.212.5.28","10.0.64.129","TCP","64","0","123","0x0100 (256)","11835  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3913","0.060057","0.000272","187.147.19.190","10.0.64.129","TCP","64","0","118","0x0100 (256)","17716  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3914","0.060059","0.000001","147.227.18.33","10.0.64.129","TCP","64","0","118","0x0100 (256)","17983  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3915","0.060060","0.000001","187.147.20.14","10.0.64.129","TCP","64","0","118","0x0100 (256)","17796  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3916","0.060062","0.000001","210.210.6.125","10.0.64.129","TCP","64","0","121","0x0100 (256)","15786  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3917","0.060064","0.000001","99.99.33.48","10.0.64.129","TCP","64","0","110","0x0100 (256)","20110  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3918","0.060066","0.000001","187.147.20.2","10.0.64.129","TCP","64","0","118","0x0100 (256)","17784  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3919","0.060067","0.000001","187.147.20.60","10.0.64.129","TCP","64","0","118","0x0100 (256)","17842  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3920","0.060069","0.000001","98.138.11.90","10.0.64.129","TCP","64","0","109","0x0100 (256)","14759  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3921","0.060071","0.000001","187.147.19.141","10.0.64.129","TCP","64","0","118","0x0100 (256)","17667  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3922","0.060072","0.000001","210.210.6.113","10.0.64.129","TCP","64","0","121","0x0100 (256)","15774  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3923","0.060074","0.000001","98.138.11.79","10.0.64.129","TCP","64","0","109","0x0100 (256)","14748  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3924","0.060076","0.000001","98.138.11.1","10.0.64.129","TCP","64","0","109","0x0100 (256)","14670  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3925","0.060078","0.000001","188.108.2.56","10.0.64.129","TCP","64","0","119","0x0100 (256)","15391  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3926","0.060079","0.000001","212.212.5.33","10.0.64.129","TCP","64","0","123","0x0100 (256)","11840  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3927","0.060081","0.000001","187.147.20.75","10.0.64.129","TCP","64","0","118","0x0100 (256)","17857  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3928","0.060083","0.000001","98.138.11.0","10.0.64.129","TCP","64","0","109","0x0100 (256)","14669  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3929","0.060101","0.000018","187.147.20.11","10.0.64.129","TCP","64","0","118","0x0100 (256)","17793  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3930","0.060168","0.000066","187.147.19.214","10.0.64.129","TCP","64","0","118","0x0100 (256)","17740  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3931","0.060169","0.000001","187.147.20.29","10.0.64.129","TCP","64","0","118","0x0100 (256)","17811  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3932","0.060171","0.000001","187.147.19.203","10.0.64.129","TCP","64","0","118","0x0100 (256)","17729  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3933","0.060173","0.000001","99.99.32.168","10.0.64.129","TCP","64","0","110","0x0100 (256)","19974  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3934","0.060175","0.000001","187.147.19.146","10.0.64.129","TCP","64","0","118","0x0100 (256)","17672  >  80 [SYN] Seq=0 Win=16384 Len=0"
"3935","0.060176","0.000001","188.108.2.147","10.0.64.129","TCP","64","0","119","0x0100 (256)","15482  >  80 [SYN] Seq=0 Win=16384 Len=0"
